parliament_year,chair_id,start,end,person_id
,b00577f775124427b821d107e3ed34a6,1948-07-27,1948-10-18,i-7yzcmgHgwvdw4zkJiWVkhj
,3bd7683369c6480799b85d24976a2e05,1946-07-07,1946-10-10,i-8H3MuQVwfmeFWhiNZz11g8
,9ab11ba1830a4d8e9d4b51ebfcd7b41f,1948-07-27,1948-10-18,i-ErxxwnY3HXvQGbZj6oQ6ho
,ee1f47cbe0da4522983f30f18f36edab,1942-07-17,1942-11-02,i-KU2tjG7is6kcqSpdpQUCYA
,688d24f8d3a548f3876e61aec8201174,1962-05-30,1962-10-16,i-SPyNESitsDpSs9w2dSgcfh
,649dd2e2baf04f5694cc6d39711a7a9c,1941-07-02,1941-10-20,i-UbnnZ7kVjVhJrHrUCyEV9K
1905,99638dbf44cc4838bc2c5ddeca2b91e2,1905-10-02,1905-10-18,i-MXmaSj4jbRgkRhwVRbwucF
1906,99638dbf44cc4838bc2c5ddeca2b91e2,1906-01-15,1906-05-28,i-MXmaSj4jbRgkRhwVRbwucF
1907,99638dbf44cc4838bc2c5ddeca2b91e2,1907-01-15,1907-06-03,i-MXmaSj4jbRgkRhwVRbwucF
1908,99638dbf44cc4838bc2c5ddeca2b91e2,1908-01-15,1908-06-04,i-MXmaSj4jbRgkRhwVRbwucF
1909,99638dbf44cc4838bc2c5ddeca2b91e2,1909-01-15,1909-05-26,i-MXmaSj4jbRgkRhwVRbwucF
1910,d3978b95f2a64599b6046935a2eaa83c,1910-03-04,1910-06-11,i-BedoVVUtGhYy2ZeyUHdGDk
1910,99638dbf44cc4838bc2c5ddeca2b91e2,1910-01-15,1910-06-11,i-MXmaSj4jbRgkRhwVRbwucF
1911,331f88d74fff4d7eaedfd2b575651c82,1911-04-19,1911-06-01,i-BZbnrNjY9pcUokRtrW7hbm
1911,d3978b95f2a64599b6046935a2eaa83c,1911-01-16,1911-06-01,i-BedoVVUtGhYy2ZeyUHdGDk
1911,99638dbf44cc4838bc2c5ddeca2b91e2,1911-01-16,1911-06-01,i-MXmaSj4jbRgkRhwVRbwucF
1912,331f88d74fff4d7eaedfd2b575651c82,1912-01-15,1912-05-31,i-BZbnrNjY9pcUokRtrW7hbm
1912,d3978b95f2a64599b6046935a2eaa83c,1912-01-15,1912-05-31,i-BedoVVUtGhYy2ZeyUHdGDk
1912,99638dbf44cc4838bc2c5ddeca2b91e2,1912-01-15,1912-05-31,i-MXmaSj4jbRgkRhwVRbwucF
1913,19dd2a2232dc41db8fec5e7589c91fd0,1913-03-28,1913-06-02,i-7MgmRH4uGvkrwTFxWPDkFd
1913,331f88d74fff4d7eaedfd2b575651c82,1913-01-15,1913-06-02,i-BZbnrNjY9pcUokRtrW7hbm
1913,d3978b95f2a64599b6046935a2eaa83c,1913-01-15,1913-06-02,i-BedoVVUtGhYy2ZeyUHdGDk
1913,99638dbf44cc4838bc2c5ddeca2b91e2,1913-01-15,1913-06-02,i-MXmaSj4jbRgkRhwVRbwucF
1914,19dd2a2232dc41db8fec5e7589c91fd0,1914-01-15,1914-03-05,i-7MgmRH4uGvkrwTFxWPDkFd
1914,19dd2a2232dc41db8fec5e7589c91fd0,1914-05-18,1914-12-17,i-7MgmRH4uGvkrwTFxWPDkFd
1914,331f88d74fff4d7eaedfd2b575651c82,1914-01-15,1914-03-05,i-BZbnrNjY9pcUokRtrW7hbm
1914,331f88d74fff4d7eaedfd2b575651c82,1914-05-18,1914-12-17,i-BZbnrNjY9pcUokRtrW7hbm
1914,d3978b95f2a64599b6046935a2eaa83c,1914-01-15,1914-03-05,i-BedoVVUtGhYy2ZeyUHdGDk
1914,d3978b95f2a64599b6046935a2eaa83c,1914-05-18,1914-12-17,i-BedoVVUtGhYy2ZeyUHdGDk
1914,99638dbf44cc4838bc2c5ddeca2b91e2,1914-01-15,1914-03-05,i-MXmaSj4jbRgkRhwVRbwucF
1914,99638dbf44cc4838bc2c5ddeca2b91e2,1914-05-18,1914-12-17,i-MXmaSj4jbRgkRhwVRbwucF
1915,19dd2a2232dc41db8fec5e7589c91fd0,1915-01-15,1915-05-29,i-7MgmRH4uGvkrwTFxWPDkFd
1915,331f88d74fff4d7eaedfd2b575651c82,1915-01-15,1915-05-29,i-BZbnrNjY9pcUokRtrW7hbm
1915,d3978b95f2a64599b6046935a2eaa83c,1915-01-15,1915-05-29,i-BedoVVUtGhYy2ZeyUHdGDk
1915,43ebad8be08a46f697e4fbbf39cb8a3a,1915-04-28,1915-05-29,i-HcoqR7YhxPAoWtRPS3Lzmn
1915,99638dbf44cc4838bc2c5ddeca2b91e2,1915-01-15,1915-05-29,i-MXmaSj4jbRgkRhwVRbwucF
1916,19dd2a2232dc41db8fec5e7589c91fd0,1916-01-15,1916-12-16,i-7MgmRH4uGvkrwTFxWPDkFd
1916,d619319c79384277b57de782857ce378,1916-10-04,1916-12-16,i-7uaSUUd8dzPEY4mf8vDhcJ
1916,331f88d74fff4d7eaedfd2b575651c82,1916-01-15,1916-12-16,i-BZbnrNjY9pcUokRtrW7hbm
1916,d3978b95f2a64599b6046935a2eaa83c,1916-01-15,1916-12-16,i-BedoVVUtGhYy2ZeyUHdGDk
1916,43ebad8be08a46f697e4fbbf39cb8a3a,1916-01-15,1916-12-16,i-HcoqR7YhxPAoWtRPS3Lzmn
1916,4c26737ff6ed46d6bd3f90e2b631a44d,1916-01-24,1916-12-16,i-KWrhxZryozrMbUBwynBzA4
1916,99638dbf44cc4838bc2c5ddeca2b91e2,1916-01-15,1916-12-16,i-MXmaSj4jbRgkRhwVRbwucF
1917,19dd2a2232dc41db8fec5e7589c91fd0,1917-01-15,1917-12-18,i-7MgmRH4uGvkrwTFxWPDkFd
1917,d619319c79384277b57de782857ce378,1917-01-15,1917-12-18,i-7uaSUUd8dzPEY4mf8vDhcJ
1917,331f88d74fff4d7eaedfd2b575651c82,1917-01-15,1917-12-18,i-BZbnrNjY9pcUokRtrW7hbm
1917,d3978b95f2a64599b6046935a2eaa83c,1917-01-15,1917-12-18,i-BedoVVUtGhYy2ZeyUHdGDk
1917,2c06d33599984f988ce4083a4b8a447a,1917-01-22,1917-12-18,i-CfaW8X7Nnsttq21KhW52MH
1917,43ebad8be08a46f697e4fbbf39cb8a3a,1917-01-15,1917-12-18,i-HcoqR7YhxPAoWtRPS3Lzmn
1917,4c26737ff6ed46d6bd3f90e2b631a44d,1917-01-15,1917-12-18,i-KWrhxZryozrMbUBwynBzA4
1917,99638dbf44cc4838bc2c5ddeca2b91e2,1917-01-15,1917-12-18,i-MXmaSj4jbRgkRhwVRbwucF
1917,0b8c108665e74254960a2489be211a38,1917-12-18,1917-12-18,i-WCbuc7xC49DdiKnEE1RiMN
1918,92091d6f14934540949feab09806fad7,1918-01-15,1918-10-15,i-14itFAMq9exF2LvnaCtHAn
1918,92091d6f14934540949feab09806fad7,1918-10-30,1918-12-23,i-14itFAMq9exF2LvnaCtHAn
1918,c06776395c794a219e12c6a4e89a4186,1918-01-15,1918-10-15,i-2Jx7WEDYHWuMCtxq8yapD7
1918,c06776395c794a219e12c6a4e89a4186,1918-10-30,1918-12-23,i-2Jx7WEDYHWuMCtxq8yapD7
1918,5e2d0176193647b5a8761caada8cb83d,1918-01-15,1918-10-15,i-2M1688NA1hxdZmbJwUTnhY
1918,5e2d0176193647b5a8761caada8cb83d,1918-10-30,1918-12-23,i-2M1688NA1hxdZmbJwUTnhY
1918,6cd9ac1667ac41d48a05653c1657c14d,1918-01-15,1918-10-15,i-2Mga29XFzf3fN7ZpqSSPDr
1918,6cd9ac1667ac41d48a05653c1657c14d,1918-10-30,1918-12-23,i-2Mga29XFzf3fN7ZpqSSPDr
1918,458566adab244f82b1e038b6ea65586d,1918-01-15,1918-10-15,i-2TWbQYA8ZvveMrG4prL575
1918,458566adab244f82b1e038b6ea65586d,1918-10-30,1918-12-23,i-2TWbQYA8ZvveMrG4prL575
1918,e878980a98b34073be10a602ecf37874,1918-01-15,1918-10-15,i-2TbJKggFihcEZWLdGpj6Qa
1918,e878980a98b34073be10a602ecf37874,1918-10-30,1918-12-23,i-2TbJKggFihcEZWLdGpj6Qa
1918,164859bbb46f44bda4465a160b10d7aa,1918-01-15,1918-10-15,i-2XreRSaEpTa5DhpG61Xopj
1918,164859bbb46f44bda4465a160b10d7aa,1918-10-30,1918-12-23,i-2XreRSaEpTa5DhpG61Xopj
1918,019ea7a1de5a4e949872c63607a7e21c,1918-01-15,1918-10-15,i-2b1P9oc6jJ6GnNxViy4qgD
1918,019ea7a1de5a4e949872c63607a7e21c,1918-10-30,1918-12-23,i-2b1P9oc6jJ6GnNxViy4qgD
1918,db10d783c9e04d26a0b1731a5850bcd0,1918-01-15,1918-10-15,i-33NyqMNjzDHeZyWFbFruFj
1918,db10d783c9e04d26a0b1731a5850bcd0,1918-10-30,1918-12-23,i-33NyqMNjzDHeZyWFbFruFj
1918,9b51dffc995646b397299de9e1c7e52f,1918-01-15,1918-10-15,i-3D7Cfk47LUcjbeGff3k8fV
1918,9b51dffc995646b397299de9e1c7e52f,1918-10-30,1918-12-23,i-3D7Cfk47LUcjbeGff3k8fV
1918,df75003284d04780bc821d3eb048e2f5,1918-01-15,1918-10-15,i-3DLEKns8xgJB66t2ZrR5T6
1918,df75003284d04780bc821d3eb048e2f5,1918-10-30,1918-12-23,i-3DLEKns8xgJB66t2ZrR5T6
1918,b00577f775124427b821d107e3ed34a6,1918-01-15,1918-10-15,i-3DLisaaacX2hPraEjPVMsW
1918,b00577f775124427b821d107e3ed34a6,1918-10-30,1918-12-23,i-3DLisaaacX2hPraEjPVMsW
1918,40b64a3c097441839266e13994f6ce03,1918-01-15,1918-10-15,i-3ESxygPf8xSDBdUjnTaZ9K
1918,40b64a3c097441839266e13994f6ce03,1918-10-30,1918-12-23,i-3ESxygPf8xSDBdUjnTaZ9K
1918,4e8c199e278e4979ad7ce432e125b173,1918-01-15,1918-10-15,i-3FXDiNFhMaD2xtLwqRVLbs
1918,4e8c199e278e4979ad7ce432e125b173,1918-10-30,1918-12-23,i-3FXDiNFhMaD2xtLwqRVLbs
1918,677437f6e615468c8dec9aea8803dad1,1918-01-15,1918-10-15,i-3LADpippuGsVzASZffPQLR
1918,677437f6e615468c8dec9aea8803dad1,1918-10-30,1918-12-23,i-3LADpippuGsVzASZffPQLR
1918,c4f4605fb15548bf85cf1390dc2e46a1,1918-01-15,1918-10-15,i-3NBw8ikngc89zrUXJBCx5D
1918,c4f4605fb15548bf85cf1390dc2e46a1,1918-10-30,1918-12-23,i-3NBw8ikngc89zrUXJBCx5D
1918,ad5201cb32104fe89254ce072ed0c1bc,1918-01-15,1918-10-15,i-3XFieHvCxpEc9aqT4qbsAD
1918,ad5201cb32104fe89254ce072ed0c1bc,1918-10-30,1918-12-23,i-3XFieHvCxpEc9aqT4qbsAD
1918,86d1c2d2bd7f4f249de359d8f83034ba,1918-01-15,1918-10-15,i-3asFRi1hxBaTgEJJqDe2MX
1918,86d1c2d2bd7f4f249de359d8f83034ba,1918-10-30,1918-12-23,i-3asFRi1hxBaTgEJJqDe2MX
1918,cee1be95845140b9b37986597fa1fe15,1918-01-15,1918-10-15,i-3bYbkhkAHcQj5bXNNkvUpQ
1918,cee1be95845140b9b37986597fa1fe15,1918-10-30,1918-12-23,i-3bYbkhkAHcQj5bXNNkvUpQ
1918,b94cdffdc35a405ea3c95a7f0a5f996a,1918-01-15,1918-10-15,i-3iQuXok1nbP9etJRwpsegC
1918,b94cdffdc35a405ea3c95a7f0a5f996a,1918-10-30,1918-12-23,i-3iQuXok1nbP9etJRwpsegC
1918,762930a9667d4051aae407bd2699afa3,1918-01-15,1918-10-15,i-3pPDWXfF3wxyAxqygpDKiJ
1918,762930a9667d4051aae407bd2699afa3,1918-10-30,1918-12-23,i-3pPDWXfF3wxyAxqygpDKiJ
1918,50122d1dd6ba4a95a1650fbdfc267a65,1918-01-15,1918-10-15,i-3pe1JKqvmq7PaBnw7PEhXT
1918,50122d1dd6ba4a95a1650fbdfc267a65,1918-10-30,1918-12-23,i-3pe1JKqvmq7PaBnw7PEhXT
1918,b310dec698c24840a624967782b8c111,1918-01-15,1918-10-15,i-3z5QgX8Q2XCayRRfyLgVy2
1918,448cba2482534e8785ef92b5e1d1570d,1918-01-15,1918-10-15,i-45D3aVBgmDcQGfUQ6K1ovn
1918,448cba2482534e8785ef92b5e1d1570d,1918-10-30,1918-12-23,i-45D3aVBgmDcQGfUQ6K1ovn
1918,8ac94cf395cf40d49922df845ae2859e,1918-01-15,1918-10-15,i-4KJMAUW9zFRD1g1ShqsMqw
1918,8ac94cf395cf40d49922df845ae2859e,1918-10-30,1918-12-23,i-4KJMAUW9zFRD1g1ShqsMqw
1918,6e184bcbe7de412ca6f20868baae8c87,1918-01-15,1918-10-15,i-4LP6HUMuDi6jwv5MgHWALJ
1918,6e184bcbe7de412ca6f20868baae8c87,1918-10-30,1918-12-23,i-4LP6HUMuDi6jwv5MgHWALJ
1918,ec12166884cc4870a9b04006024e59ec,1918-01-15,1918-10-15,i-4Mr7D9BCozgkT5mSiFk6Gv
1918,ec12166884cc4870a9b04006024e59ec,1918-10-30,1918-12-23,i-4Mr7D9BCozgkT5mSiFk6Gv
1918,597b0acf345c4913aae7ceac7eb4920e,1918-01-15,1918-10-15,i-4SirJAx3wfDW3MXsNZZfGj
1918,597b0acf345c4913aae7ceac7eb4920e,1918-10-30,1918-12-23,i-4SirJAx3wfDW3MXsNZZfGj
1918,fb945d1781c8425699bbbe75ddc7ed34,1918-01-15,1918-10-15,i-4UEzXgg6g6fiqb4dQ2EDU3
1918,fb945d1781c8425699bbbe75ddc7ed34,1918-10-30,1918-12-23,i-4UEzXgg6g6fiqb4dQ2EDU3
1918,84bad0b33a654dc9ab62ea03c635eea7,1918-01-15,1918-10-15,i-4cGaHuXiKqW7j1jjHhKzC9
1918,84bad0b33a654dc9ab62ea03c635eea7,1918-10-30,1918-12-23,i-4cGaHuXiKqW7j1jjHhKzC9
1918,6af1aed6e7974916bc3474ba4d1f2531,1918-01-15,1918-10-15,i-4owV4Ro9GyhBiVHd4hpGdc
1918,6af1aed6e7974916bc3474ba4d1f2531,1918-10-30,1918-12-23,i-4owV4Ro9GyhBiVHd4hpGdc
1918,a57019c7b835422ead063fe9f974e5d8,1918-01-15,1918-10-15,i-4sXFDUb8CLAhRngszG89cb
1918,a57019c7b835422ead063fe9f974e5d8,1918-10-30,1918-12-23,i-4sXFDUb8CLAhRngszG89cb
1918,1fe3f271fb514a43b9c53df5283c1d40,1918-01-15,1918-10-15,i-4sfs3KUeVhC2hGZHGkHNmw
1918,1fe3f271fb514a43b9c53df5283c1d40,1918-10-30,1918-12-23,i-4sfs3KUeVhC2hGZHGkHNmw
1918,fc74ba6669494981b716dc8cfb60d8e9,1918-01-15,1918-10-15,i-4yegXF8AnFFFKByvbQXUyd
1918,fc74ba6669494981b716dc8cfb60d8e9,1918-10-30,1918-12-23,i-4yegXF8AnFFFKByvbQXUyd
1918,c47014edcf0543e4bedc56a89b8d6f4c,1918-01-15,1918-10-15,i-4zTtnRJ4FLHAEThRLUNnLp
1918,c47014edcf0543e4bedc56a89b8d6f4c,1918-10-30,1918-12-23,i-4zTtnRJ4FLHAEThRLUNnLp
1918,04055b5803a54d00bb8c393a58e558b1,1918-01-15,1918-10-15,i-5AUW2hxWEk6yR2aX7fibZx
1918,04055b5803a54d00bb8c393a58e558b1,1918-10-30,1918-12-23,i-5AUW2hxWEk6yR2aX7fibZx
1918,95ed2b40df5f4b73a3a896ef0e2524c8,1918-01-15,1918-10-15,i-5BbxJkrGwenZDLQxCPCnLV
1918,95ed2b40df5f4b73a3a896ef0e2524c8,1918-10-30,1918-12-23,i-5BbxJkrGwenZDLQxCPCnLV
1918,0e5dbe1ea7ff4ac6adc3eaf71d402ee6,1918-01-15,1918-10-15,i-5FVdMDpYqfd1DagjigQmtP
1918,0e5dbe1ea7ff4ac6adc3eaf71d402ee6,1918-10-30,1918-12-23,i-5FVdMDpYqfd1DagjigQmtP
1918,d346f8b2f2c5453092946681c6735d80,1918-01-15,1918-10-15,i-5GK4H1j9rrxtR4J8CTxEKx
1918,d346f8b2f2c5453092946681c6735d80,1918-10-30,1918-12-23,i-5GK4H1j9rrxtR4J8CTxEKx
1918,c48bdce734884a10a756fe97b603d9c8,1918-01-15,1918-10-15,i-5HCAbGPWTFH5TGd6WysmUs
1918,c48bdce734884a10a756fe97b603d9c8,1918-10-30,1918-12-23,i-5HCAbGPWTFH5TGd6WysmUs
1918,71355348bf384322973b5cb8ed0c3818,1918-01-15,1918-10-15,i-5NNnxLi1LYz6JMeJfggjhM
1918,71355348bf384322973b5cb8ed0c3818,1918-10-30,1918-12-23,i-5NNnxLi1LYz6JMeJfggjhM
1918,43972cf6981241cdac53a44e804983b9,1918-01-15,1918-10-15,i-5Pgd1MBaZKxCK4kGqXRHkQ
1918,43972cf6981241cdac53a44e804983b9,1918-10-30,1918-12-23,i-5Pgd1MBaZKxCK4kGqXRHkQ
1918,ce8af8d3437149e7be77a212d449abe8,1918-01-15,1918-10-15,i-5SA2dnaUSjYimZq5qWdLVw
1918,ce8af8d3437149e7be77a212d449abe8,1918-10-30,1918-12-23,i-5SA2dnaUSjYimZq5qWdLVw
1918,b5a8ba313c464090b11b0ba78533470f,1918-01-15,1918-10-15,i-5c9mfR236xt4zVBBWJTpNn
1918,b5a8ba313c464090b11b0ba78533470f,1918-10-30,1918-12-23,i-5c9mfR236xt4zVBBWJTpNn
1918,daa0233d56174815b08a9fcef34384ca,1918-01-15,1918-10-15,i-5fJj3JdmG8ZpUbaSkn1bCz
1918,daa0233d56174815b08a9fcef34384ca,1918-10-30,1918-12-23,i-5fJj3JdmG8ZpUbaSkn1bCz
1918,5f44b4e19651490fbbb9e453c423a174,1918-01-15,1918-10-15,i-5hYyedyScwSwawm74j5rdZ
1918,5f44b4e19651490fbbb9e453c423a174,1918-10-30,1918-12-23,i-5hYyedyScwSwawm74j5rdZ
1918,874aa845c2404714a7a1d5d608349105,1918-01-15,1918-10-15,i-5mkPHaPWcEWfeCay8dRjnV
1918,874aa845c2404714a7a1d5d608349105,1918-10-30,1918-12-23,i-5mkPHaPWcEWfeCay8dRjnV
1918,14c41894f5bb47919f7abb8664ae1900,1918-01-15,1918-10-15,i-5mpMLJq3f9Fi3TZPGuSp4p
1918,14c41894f5bb47919f7abb8664ae1900,1918-10-30,1918-12-23,i-5mpMLJq3f9Fi3TZPGuSp4p
1918,778e9fccca5e4f73b908ef351a161440,1918-01-15,1918-10-15,i-5ocMrCNXM69xuk4ciQWBnF
1918,778e9fccca5e4f73b908ef351a161440,1918-10-30,1918-12-23,i-5ocMrCNXM69xuk4ciQWBnF
1918,8e8bc57fa8214b98b1213ac6b66403e0,1918-01-15,1918-10-15,i-5yGWB5F2vcJEuiNdhjEPjG
1918,8e8bc57fa8214b98b1213ac6b66403e0,1918-10-30,1918-12-23,i-5yGWB5F2vcJEuiNdhjEPjG
1918,dbb1d570c1424d968cd31867248d77e9,1918-01-15,1918-10-15,i-68jMa5pY6MfnhKzmEFaxtd
1918,dbb1d570c1424d968cd31867248d77e9,1918-10-30,1918-12-23,i-68jMa5pY6MfnhKzmEFaxtd
1918,3a33edf4cbe94455be869f7cf2c4f9f5,1918-01-15,1918-10-15,i-6CJm1byrtpLgorUnzjDtVW
1918,3a33edf4cbe94455be869f7cf2c4f9f5,1918-10-30,1918-12-23,i-6CJm1byrtpLgorUnzjDtVW
1918,7aacc7f40977495abb38e8b271d93be6,1918-01-15,1918-10-15,i-6FrdvvZyK8ZA14RbLEpPvF
1918,7aacc7f40977495abb38e8b271d93be6,1918-10-30,1918-12-23,i-6FrdvvZyK8ZA14RbLEpPvF
1918,3ccc2586561a4c15a8e6d18c5d1711d2,1918-01-15,1918-10-15,i-6Rg3HSzDo6rvNWnRifCRk6
1918,3ccc2586561a4c15a8e6d18c5d1711d2,1918-10-30,1918-12-23,i-6Rg3HSzDo6rvNWnRifCRk6
1918,ae5431db23784e6e84dfc0a554a92c9a,1918-01-15,1918-10-15,i-6bYuQVVBGGRtmnqvUi5Pg1
1918,ae5431db23784e6e84dfc0a554a92c9a,1918-10-30,1918-12-23,i-6bYuQVVBGGRtmnqvUi5Pg1
1918,ec7001476bbe40ef8df5d510e9b180a7,1918-01-15,1918-10-15,i-6cxJS4uq1DWpkPMe1L6f36
1918,ec7001476bbe40ef8df5d510e9b180a7,1918-10-30,1918-12-23,i-6cxJS4uq1DWpkPMe1L6f36
1918,ed7e768dd900416f848db73c18c0ff0d,1918-01-15,1918-10-15,i-6jHY7AkggFseY8T6gjqU21
1918,ed7e768dd900416f848db73c18c0ff0d,1918-10-30,1918-12-23,i-6jHY7AkggFseY8T6gjqU21
1918,b04587adafb54b9094ef1523e0af1fc3,1918-01-15,1918-10-15,i-6weoksKJjp9FpcovmmJaVU
1918,b04587adafb54b9094ef1523e0af1fc3,1918-10-30,1918-12-23,i-6weoksKJjp9FpcovmmJaVU
1918,5d61dcfe67c44ceeb03b5ff6da2860d9,1918-01-15,1918-10-15,i-739L97AwXAPwE1MCBCsyCu
1918,5d61dcfe67c44ceeb03b5ff6da2860d9,1918-10-30,1918-12-23,i-739L97AwXAPwE1MCBCsyCu
1918,fc8d7e80d9544b0095ce2539a5bc6580,1918-01-15,1918-10-15,i-76oEYkLb85hcfCSZhyKnnA
1918,fc8d7e80d9544b0095ce2539a5bc6580,1918-10-30,1918-12-23,i-76oEYkLb85hcfCSZhyKnnA
1918,4891f16401034e698a9a12bdb354cb91,1918-01-15,1918-10-15,i-7E1ZzVsCzCnqvkdJ8Y2caB
1918,4891f16401034e698a9a12bdb354cb91,1918-10-30,1918-12-23,i-7E1ZzVsCzCnqvkdJ8Y2caB
1918,19dd2a2232dc41db8fec5e7589c91fd0,1918-01-15,1918-10-15,i-7MgmRH4uGvkrwTFxWPDkFd
1918,19dd2a2232dc41db8fec5e7589c91fd0,1918-10-30,1918-12-23,i-7MgmRH4uGvkrwTFxWPDkFd
1918,d599bbf4dcae4de09a2f414e149131c5,1918-01-15,1918-10-15,i-7NooNyWKJ33i7YNm5KahRn
1918,d599bbf4dcae4de09a2f414e149131c5,1918-10-30,1918-12-23,i-7NooNyWKJ33i7YNm5KahRn
1918,f1311aa688ca4700ad7f4ff0de25dbc5,1918-01-15,1918-10-15,i-7QE5GMscRVyrFe44fdd7z8
1918,f1311aa688ca4700ad7f4ff0de25dbc5,1918-10-30,1918-12-23,i-7QE5GMscRVyrFe44fdd7z8
1918,65dd49510d834205b66a642684c48bb4,1918-01-15,1918-10-15,i-7T7anLoEaCUNaqBzA2gJY6
1918,65dd49510d834205b66a642684c48bb4,1918-10-30,1918-12-23,i-7T7anLoEaCUNaqBzA2gJY6
1918,661ed59c4cdb4f7b9ccd9448a9cca846,1918-01-15,1918-10-15,i-7aqaEvVNyi28WZuCcDCgcz
1918,661ed59c4cdb4f7b9ccd9448a9cca846,1918-10-30,1918-12-23,i-7aqaEvVNyi28WZuCcDCgcz
1918,2fbae6e9afa244f9ad27f4687fbbde36,1918-01-15,1918-10-15,i-7b9VG7vzBTPTRcrUq93DDe
1918,2fbae6e9afa244f9ad27f4687fbbde36,1918-10-30,1918-12-23,i-7b9VG7vzBTPTRcrUq93DDe
1918,8fd82c5a2b3a4197860200fbba9d1a9c,1918-01-15,1918-10-15,i-7hJxjV8LT3MEVBaeAoCaWb
1918,8fd82c5a2b3a4197860200fbba9d1a9c,1918-10-30,1918-12-23,i-7hJxjV8LT3MEVBaeAoCaWb
1918,d619319c79384277b57de782857ce378,1918-01-15,1918-10-15,i-7uaSUUd8dzPEY4mf8vDhcJ
1918,d619319c79384277b57de782857ce378,1918-10-30,1918-12-23,i-7uaSUUd8dzPEY4mf8vDhcJ
1918,eb4662b7087f43b4a655148f9d2c5652,1918-01-15,1918-10-15,i-7wpJfhsL3MajNFbj85uaha
1918,eb4662b7087f43b4a655148f9d2c5652,1918-10-30,1918-12-23,i-7wpJfhsL3MajNFbj85uaha
1918,d4afdd5d28d84198b58ee00b8ce36009,1918-01-15,1918-10-15,i-7yzcmgHgwvdw4zkJiWVkhj
1918,d4afdd5d28d84198b58ee00b8ce36009,1918-10-30,1918-12-23,i-7yzcmgHgwvdw4zkJiWVkhj
1918,d42eca5335db45bc9bdb03511fd060e3,1918-01-15,1918-10-15,i-81nJZ9adiSkpQWjb3dwe3v
1918,d42eca5335db45bc9bdb03511fd060e3,1918-10-30,1918-12-23,i-81nJZ9adiSkpQWjb3dwe3v
1918,6958ea9a82514f7fa723bcbda1db316b,1918-01-15,1918-10-15,i-8Groy7FiiyHD8AQRgfCvJ5
1918,6958ea9a82514f7fa723bcbda1db316b,1918-10-30,1918-12-23,i-8Groy7FiiyHD8AQRgfCvJ5
1918,f086f1a2a5ff4a2e9540358b0dd28b1b,1918-01-15,1918-10-15,i-8Rh26BWHsu23CsDhDYmcE9
1918,f086f1a2a5ff4a2e9540358b0dd28b1b,1918-10-30,1918-12-23,i-8Rh26BWHsu23CsDhDYmcE9
1918,0f83a0865e124abfacb6baacb3f8e932,1918-01-15,1918-10-15,i-8UUhozrAsny74aYzPP1PRp
1918,0f83a0865e124abfacb6baacb3f8e932,1918-10-30,1918-12-23,i-8UUhozrAsny74aYzPP1PRp
1918,f57caf3990244742b1d60ea841c13ed5,1918-01-15,1918-10-15,i-8e97Z8CH9cGtDJXCnfJMMg
1918,f57caf3990244742b1d60ea841c13ed5,1918-10-30,1918-12-23,i-8e97Z8CH9cGtDJXCnfJMMg
1918,83020b637306415bb97ccf65c66ee40e,1918-01-15,1918-10-15,i-8oTiRh5LRVoj5o7VSbriF
1918,83020b637306415bb97ccf65c66ee40e,1918-10-30,1918-12-23,i-8oTiRh5LRVoj5o7VSbriF
1918,dca08c7f4b6d45f192686d5dee6ee321,1918-01-15,1918-10-15,i-8zen6gqoJKVpG7SVBDYFet
1918,dca08c7f4b6d45f192686d5dee6ee321,1918-10-30,1918-12-23,i-8zen6gqoJKVpG7SVBDYFet
1918,ac9723011992478e94f55cc217227843,1918-01-15,1918-10-15,i-9176GQUFtfs5bLdpQnVS9M
1918,ac9723011992478e94f55cc217227843,1918-10-30,1918-12-23,i-9176GQUFtfs5bLdpQnVS9M
1918,067c8e2cc4d144daadcf9c7de91963b3,1918-01-15,1918-10-15,i-9GJTh6Ygp8gnwvQy8xcnJd
1918,067c8e2cc4d144daadcf9c7de91963b3,1918-10-30,1918-12-23,i-9GJTh6Ygp8gnwvQy8xcnJd
1918,4862d324939641f19da63fc0c9f1d906,1918-01-15,1918-10-15,i-9HcVjqUUaRi25byWTYJ6eH
1918,4862d324939641f19da63fc0c9f1d906,1918-10-30,1918-12-23,i-9HcVjqUUaRi25byWTYJ6eH
1918,66d9790ec0bf46679b14339598b8014b,1918-01-15,1918-10-15,i-9cYsFuLsrAUioQXvcyUNgJ
1918,66d9790ec0bf46679b14339598b8014b,1918-10-30,1918-12-23,i-9cYsFuLsrAUioQXvcyUNgJ
1918,ee0309e299f74959a14fbd04400231d1,1918-01-15,1918-10-15,i-9jKVe9z33h622yznGX79gp
1918,ee0309e299f74959a14fbd04400231d1,1918-10-30,1918-12-23,i-9jKVe9z33h622yznGX79gp
1918,93ceb51322ca4b2b9a356983bacc5dbe,1918-01-15,1918-10-15,i-9pqBScm7qEYTEwntKZpTiM
1918,93ceb51322ca4b2b9a356983bacc5dbe,1918-10-30,1918-12-23,i-9pqBScm7qEYTEwntKZpTiM
1918,c6f4ed5433324119a6f6cfabf4050929,1918-01-15,1918-10-15,i-9tSgmQkmz5TxiEpuaWLf1v
1918,c6f4ed5433324119a6f6cfabf4050929,1918-10-30,1918-12-23,i-9tSgmQkmz5TxiEpuaWLf1v
